strategy,category,field_count,component_count,component_size_p10,component_size_p50,component_size_p90,largest_component_fraction_p10,largest_component_fraction_p50,largest_component_fraction_p90,threshold_logk,source_artifact,source_artifact_sha256,derived_git_commit
augmentation,prior,100,13932,1.0,1.0,5.0,0.46995551851542755,0.7854709168935083,0.9525202642918387,6.8484296798706055,artifacts/egg_inversion_augmentation_raw.h5,a61d18f63925df4e00e0edc9e0e93d6eba71df202f09fd565519a0f082d9bcef,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,raw,100,9103,1.0,1.0,20.0,0.34268273356021045,0.5718127473150958,0.8721330660258413,6.8484296798706055,artifacts/egg_inversion_augmentation_raw.h5,a61d18f63925df4e00e0edc9e0e93d6eba71df202f09fd565519a0f082d9bcef,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,pca,100,8531,1.0,1.0,20.0,0.33768906800292,0.47605328283924964,0.8663774760814416,6.8484296798706055,artifacts/egg_inversion_augmentation_pca.h5,5660fd4abc89298edeaabc03a64eab911066eb016be431e515456433da0a7924,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,fm,100,15052,1.0,1.0,5.0,0.4158741820239381,0.7030757484775555,0.9265829436944059,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,truth,1,271,1.0,1.0,5.0,0.9227301189730746,0.9227301189730746,0.9227301189730746,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
