strategy,variant,parameterization,parameterization_label,remedy,n_assimilations,localization_enabled,localization_radius_m,latent_rank,ensemble_size,mean_normalized_data_misfit,bimodality_coefficient,connectivity_mae_to_truth,largest_component_fraction_p50,fopt_p10,fopt_p50,fopt_p90,covered,P10_P90_width,fopt_crps,normalized_observation_energy_score,mean_field_spread,relative_field_shift_from_prior,effective_ensemble_members,n_sim,n_failed,source_report,source_report_sha256,config_hash,source_artifact,source_artifact_sha256,source_git_commit,derived_git_commit
augmentation,raw_na8,raw,raw_na8,assimilation_steps,8,False,,,100,1.5713395136102009,0.31734806547062816,0.13718750000000002,0.5964621631895546,504573.796875,505468.0,506416.409375,True,1842.6124999999884,214.23101562500005,5.762982502074782,0.39222212384158495,0.1315358781636938,36.70572654715687,900,0,results/raw/egg_inversion_augmentation_raw_na8.json,1e9e7ebffd0493bc69f8aeb2d2b02ebe4ee9bfdd59394e0dfb484d23b955ed49,ae29723ddfd1f5a595db81879d67724750aaf7c05ba5a6c3a0401b268dbe7e66,artifacts/egg_inversion_augmentation_raw_na8.h5,5a797f4e3093cf032ab78a40278ebb5150847d61bb50f4a7f4be70c819e66427,8f77479b8851c67f6614f954cf189f25534190ea,59eb0e374c64cd0c025287969c0a64d701a08473
augmentation,pca_na8,pca,pca_na8,assimilation_steps,8,False,,,100,1.4810339985932723,0.31975234994553353,0.125625,0.5104465160353635,503644.9125,504499.234375,505326.425,True,1681.5125000000116,487.134721875,5.8188637239032985,0.37643322598581735,0.12974723964406765,34.20336704305195,900,0,results/raw/egg_inversion_augmentation_pca_na8.json,a917cc4ed413061bc93b9d3fd6d4e932d93fc6f7abb02e4a8718874729a5568f,92944db88bd47a1f6c4f8f3cbed689271aac3933c5ffdc4ce5b555b0f33771e0,artifacts/egg_inversion_augmentation_pca_na8.h5,27189da9a28ac6fed21838bbf9de37ad4b123d474101f74d296534f2c6f2d399,8f77479b8851c67f6614f954cf189f25534190ea,59eb0e374c64cd0c025287969c0a64d701a08473
augmentation,fm_na8,fm,fm_na8,assimilation_steps,8,False,,,100,6.6282731925084235,0.492934266085448,0.129375,0.490191157305905,503483.884375,505804.6875,508290.7875,True,4806.903124999953,548.0923312500001,10.006047115736624,0.37770413997170177,0.1524896311888161,27.82519272576572,900,0,results/raw/egg_inversion_augmentation_fm_na8.json,24a10ce7fcee6ec972403818c18da67e9fc6bdb008b05708d292a43b0ea17a3d,47183bbc4c13059b48d61b6f05dd73d7428c48c7a27edd26cc13586826377ca7,artifacts/egg_inversion_augmentation_fm_na8.h5,4820735f4370b85e329a13d9d142557e4523c84f5d87b3ff62d28aac91506fde,8f77479b8851c67f6614f954cf189f25534190ea,59eb0e374c64cd0c025287969c0a64d701a08473
augmentation,fm_na16,fm,fm_na16,assimilation_steps,16,False,,,100,20.785695733230558,0.4773664677492451,0.11906249999999999,0.49021498516850665,501638.821875,505392.390625,507816.8125,True,6177.990624999977,686.661775,19.724588433726662,0.32377927937870704,0.1542622806719087,22.43341621473238,1700,0,results/raw/egg_inversion_augmentation_fm_na16.json,39e930b70c8380459e77b9ad2be2fc4e71fe9edb10f9af52d23bf1782d79ea11,ab4ecda14492b79a0a8c3380355bd994066e48fe4efd68e38b707b6a272956aa,artifacts/egg_inversion_augmentation_fm_na16.h5,e3b3a5e07bcd8715b4d4360255a0e1352cb9767790b634b48fcb46f9741b42f8,4f65b69f8bf96184f3338a5cdc411911aae6f18a,59eb0e374c64cd0c025287969c0a64d701a08473
augmentation,fm_na8_n200,fm,fm_na8_n200,assimilation_steps,8,False,,,200,32.10738635493681,0.49072319845993334,0.16328125000000002,0.6850620287743457,499284.821875,504080.6875,507171.80625,True,7886.984375,940.47278984375,22.164206884748197,0.5598896683633597,0.1411957067773516,64.63236224344507,1800,0,results/raw/egg_inversion_augmentation_fm_na8_n200.json,f573de44cff1eec09f48de0891d90031339564d71f24985335b815f6435d9dfc,0367e6990f9c8feec5c24a23d6318c5b403e747d96f9d60b6df82812c32493b6,artifacts/egg_inversion_augmentation_fm_na8_n200.h5,1d5a667962a4698b3e78b2e13871f6a15ef38f4376b263f07aaec673ae7202ae,b5c168233b35894805984fa737d7c9cc86758d6a,59eb0e374c64cd0c025287969c0a64d701a08473
