strategy,category,bimodality_coefficient,threshold_logk,source_artifact,source_artifact_sha256,derived_git_commit
augmentation,prior,0.483075352331886,6.8484296798706055,artifacts/egg_inversion_augmentation_raw.h5,a61d18f63925df4e00e0edc9e0e93d6eba71df202f09fd565519a0f082d9bcef,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,raw,0.3189619624653737,6.8484296798706055,artifacts/egg_inversion_augmentation_raw.h5,a61d18f63925df4e00e0edc9e0e93d6eba71df202f09fd565519a0f082d9bcef,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,pca,0.3243229753714903,6.8484296798706055,artifacts/egg_inversion_augmentation_pca.h5,5660fd4abc89298edeaabc03a64eab911066eb016be431e515456433da0a7924,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,fm,0.4813266428962442,6.8484296798706055,artifacts/egg_inversion_augmentation_fm.h5,9af4e30b975f9862c64a0af1f207effdcf7f2c7c1dc1358488a2a89d20ff27af,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
augmentation,truth,0.4529075695894915,6.8484296798706055,data/egg/Egg_Model_Data_Files_v2/Permeability_Realizations/PERM100_ECL.INC,062bb9c575bbd6190550e11a606f8b315d1f6b215854135f9c8eb3d8e78186ae,aaf3a4dc960c80595e258820f7a6a1d7101dceb5
